Column,char,dialog,movie
1893,SAM,Bubye Bill,The Fellowship of the Ring
1894,ARAGORN,"Go On, Go On ,don't Worry Sam.  He Knows The Way Home. ,",The Fellowship of the Ring
1895,ARAGORN,Do Not Disturb The Water,The Fellowship of the Ring
1896,GANDALF,Oh It's Useless,The Fellowship of the Ring
1897,FRODO,It's A Riddle!,The Fellowship of the Ring
1898,FRODO,Speak Friend... And Enter.  What's The Elvish Word For Friend ?,The Fellowship of the Ring
1899,GANDALF,Mel..Lon,The Fellowship of the Ring
1900,GOLLUM,"No. Ashes And Dust And Thirst There Isand Pits, Pits, Pits.And Orcses, Thousands Of Orcses.And Always The Great Eye Watching,watching.",The Two Towers
1901,SAM,"Hey! Come Back Now! Come Back!there! What Did I Tell You?he's Run Off, The Old Villain.So Much For His Promises.",The Two Towers
1902,SMEAGOL,"This Way, Hobbits.Follow Me!",The Two Towers
1903,PIPPIN,Merry!merry!,The Two Towers
1904,GRISHNAK,You're Lateour Master Grows Impatient.He Wants The Shire-rats Now.,The Two Towers
1905,UGLUK,I Don't Take Orders From Orc-maggots.Saruman Will Have His Prize.We Will Deliver Them.,The Two Towers
1906,PIPPIN,Merry! Merry? Wake Up,The Two Towers
1907,PIPPIN,My Friend Is Sick.He Needs Water. Please!,The Two Towers
1908,URUK HAI,"Sick, Is He?give Him Some Medicine, Boys!",The Two Towers
1909,PIPPIN,Stop It!,The Two Towers
1910,URUK HAI,Can't Take His Draught!,The Two Towers
1911,PIPPIN,Leave Him Alone!,The Two Towers
1912,URUK HAI,Why?you Want Some?,The Two Towers
1913,URUK HAI,Then Keep Your Mouth Shut.,The Two Towers
1914,MERRY,"Yes Pippin, My Point Is, He's Clearly Over Reacting! Run!",The Fellowship of the Ring
1915,PIPPIN,Ooh!  That Was Close!,The Fellowship of the Ring
1916,MERRY,Oh! I Think I've Broken Something,The Fellowship of the Ring
1917,SAM,Trust A Brandybuck And A Took!,The Fellowship of the Ring
1918,MERRY,What?  It Was Just A Detour. A Shortcut,The Fellowship of the Ring
1919,SAM,A Shortcut To What ?,The Fellowship of the Ring
1920,PIPPIN,Mushrooms!,The Fellowship of the Ring
1921,FRODO,I Think We Should Get Off The Road.,The Fellowship of the Ring
1922,FRODO,Get Off The Road! Quick!,The Fellowship of the Ring
1923,SAM,Ssh.. Be Quiet,The Fellowship of the Ring
1924,MERRY,What Was That!,The Fellowship of the Ring
1925,SAM,Anything ?,The Fellowship of the Ring
1926,FRODO,Nothing,The Fellowship of the Ring
1927,PIPPIN,What Is Going On ?,The Fellowship of the Ring
1928,SARUMAN,"So Gandalf, You Try To Lead Them Over Caradhras.  And If That Fails, Where Then Will You Go ?",The Fellowship of the Ring
1929,SARUMAN VOICEOVER,If The Mountain Defeats You Will You Risk A More Dangerous Road,The Fellowship of the Ring
1930,SARUMAN,Cuiva Nwalca Carnirasse; Nai Yarvaxea Rasselya!,The Fellowship of the Ring
1931,LEGOLAS,There Is A Fell Voice On The Air,The Fellowship of the Ring
1932,GANDALF,It's Saruman!,The Fellowship of the Ring
1933,ARAGORN,He's Trying To Bring Down The Mountain! Gandalf! We Must Turn Back!,The Fellowship of the Ring
1934,GANDALF,"No! , Losto Caradhras, Sedho, Hodo, Nuitho I 'ruith!",The Fellowship of the Ring
1935,SARUMAN,Cuiva Nwalca Carnirasse; Nai Yarvaxea Rasselya; Taltuva Notto-carinnar!,The Fellowship of the Ring
1936,BOROMIR,We Must Get Off The Mountain! Make For The Gap Of Rohan And Take The West Road To My City!,The Fellowship of the Ring
1937,ARAGORN,The Gap Of Rohan Takes Us Too Close To Isengard!,The Fellowship of the Ring
1938,GIMLI,"If We Cannot Pass Over The Mountain, Let Us Go Under It! Let Us Go Through The Mines Of Moria",The Fellowship of the Ring
1939,SARUMAN VOICEOVER,Moria... You Fear To Go Into Those Mines.,The Fellowship of the Ring
1940,SARUMAN,The Dwarves Delved Too Greadily And Too Deep,The Fellowship of the Ring
1941,SARUMAN VOICEOVER,You Know What They Woke In The Dark Of Khazad-d'm,The Fellowship of the Ring
1942,SARUMAN,"Shadow, Flame",The Fellowship of the Ring
1943,BOROMIR,"One Does Not Simply Walk Into Mordor.  Its Black Gates Are Guarded By More Than Just Orcs. There Is Evil There That Does Not Sleep And The Great Eye Is Ever Watchful.  Tis A Barren Wasteland, Riddled With Fire And Ash And Dust.  The Very Air You Breathe Is A Poisonous Fume.  Not With Ten Thousand Men Could You Do This. ,it Is Folly",The Fellowship of the Ring
1944,LEGOLAS,Have You Heard Nothing Lord Elrond Has Said? The Ring Must Be Destroyed,The Fellowship of the Ring
1945,GIMLI,And I Suppose You Think You're The One To Do It.,The Fellowship of the Ring
1946,BOROMIR,"And If We Fail What Then ? , What Happens When Sauron Takes Back What Is His ?",The Fellowship of the Ring
1947,GIMLI,I Will Be Dead Before I See The Ring In The Hands Of An Elf,The Fellowship of the Ring
1948,GIMLI,Never Trust An Elf,The Fellowship of the Ring
1949,GANDALF,"Do You Not Understand That While We Bicker Amongst Ourselves, Sauron's Power Grows?! None Can Escape It! You'll All Be Destroyed",The Fellowship of the Ring
1950,GANDALF,Your Fingers Would Remember Their Old Strength Better......If They Grasped Your Sword.,The Two Towers
1951,GRIMA,"I've Only......Ever Served You, My Lord.",The Two Towers
1952,THEODEN,Your Leechcraft Would Have Had Me Crawling On All Fours Like A Beast!,The Two Towers
1953,GRIMA,Send Me Not From Your Sight.,The Two Towers
1954,ARAGORN,"No, My Lord! No, My Lord. Let Him Go. Enough Blood Has Been Spilt On His Account.",The Two Towers
1955,GRIMA,Get Out Of My Way!,The Two Towers
1956,HAMA,"Hail, Theoden King!",The Two Towers
1957,THEODEN,Where Is Theodred? Where Is My Son?,The Two Towers
1958,GANDALF VOICE OVER,Darkness Took Me......And I Strayed Out Of Thoughtand Time.,The Two Towers
1959,GANDALF VOICE OVER,Stars Wheeled Overhead......And Every Day Was As Longas A Life Age Of The Earth.But It Was Not The End.I Felt Life In Me Again.,The Two Towers
1960,GANDALF,I've Been Sent Back...... Until My Task Is Done.,The Two Towers
1961,ARAGORN,Gandalf.,The Two Towers
1962,GANDALF,"Gandalf? ,yes.That Was What They Used To Call Me.Gandalf The Grey.That Was My Name.",The Two Towers
1963,GIMLI,Gandalf.,The Two Towers
1964,GANDALF,I Am Gandalf The White.And I Come Back To You Now......At The Turn Of The Tide.,The Two Towers
1965,GANDALF,One Stage Of Your Journey Is Over.Another Begins. We Must Travel To Edoras With All Speed.,The Two Towers
1966,GIMLI,Edoras?that Is No Short Distance!,The Two Towers
1967,ARAGORN,We Hear Of Trouble In Rohan.It Goes Ill With The King.,The Two Towers
1968,GANDALF,"Yes, And It Will Not Be Easily Cured.",The Two Towers
1969,GIMLI,"Then We Have Run All This Way For Nothing?are We To Leave Those Poor Hobbits Here......In This Horrid, Dark, Dank Tree-infested--? ,i Mean, Charming......Quite Charming Forest.",The Two Towers
1970,GANDALF,It Was More Than Mere Chance Thatbrought Merry And Pippin To Fangorn.A Great Power Has Been Sleeping Herefor Many Long Years.The Coming Of Merry And Pippinwill Be Like The Falling Of Small Stones......That Starts An Avalanchein The Mountains.,The Two Towers
1971,ARAGORN,"In One Thing You Have Not Changeddear Friend.,you Still Speak In Riddles.",The Two Towers
1972,GANDALF,A Thing Is About To Happen That Has Nothappened Since The Elder Days.The Ents Are Going To Wake Up.....And Find That They Are Strong.,The Two Towers
1973,GAFFER,"Young Mr Frodo Here, He's Cracking!",The Fellowship of the Ring
1974,FRODO,And Proud Of It! Cheers Gaffer!,The Fellowship of the Ring
1975,GAFFER,Cheers,The Fellowship of the Ring
1976,SANDYMAN,Well It's None Of Our Concern What Goes On Beyond Our Borders. Keep Your Nose Out Of Trouble And No Trouble Will Come To You.,The Fellowship of the Ring
1977,ROSIE,Good Night Lads,The Fellowship of the Ring
1978,HOBBIT,"Good Night, Sweet Maiden Of The Golden Ale!",The Fellowship of the Ring
1979,SAM,Oi Mind Who You're Sweet Talking!,The Fellowship of the Ring
1980,FRODO,"Don't Worry Sam, Rosie Knows An Idiot When She Sees One!",The Fellowship of the Ring
1981,SAM,Does She ?,The Fellowship of the Ring
1982,FRODO,Good Night Sam,The Fellowship of the Ring
1983,GANDALF,Is It Secret ? Is It Safe ?,The Fellowship of the Ring
1984,FRODO,"Ha! , What Are You Doing!",The Fellowship of the Ring
1985,GANDALF,"Hold Out Your Hand Frodo. Its Quite Cool.  ,  What Can You See ? , Can You See Anything ?",The Fellowship of the Ring
1986,FRODO,"Nothing. There's Nothing , Wait. There Are Markings ,  Its Some Form Of Elvish.  I Can't Read It",The Fellowship of the Ring
1987,GANDALF,"There Are Few Who Can. The Language Is That Of Mordor, Which I Will Not Utter Here.",The Fellowship of the Ring
1988,SAM,"Ah, I Think I'll Just Have Another Ale.",The Fellowship of the Ring
1989,FRODO,"Oh No You Dont , Go On",The Fellowship of the Ring
1990,BILBO,"So There I Was At The Mercy Of Three Monstrous Trolls And They Were All Arguing Amongst Themselves About How They Were Going To Cook Us. Whether It Be Turned On A Spit Or Whether They Should Sit On Us One By One And Squash Us Into Jelly. , they Spent So Much Time Arguing The Witherto's And Whyfor's That The Sun's First Light Cracked Open Over The Top Of The Trees.  Poof! , And Turned Them All Into Stone!",The Fellowship of the Ring
1991,MERRY,Quickly,The Fellowship of the Ring
1992,MERRY,"No No! The Big One, Big One!",The Fellowship of the Ring
1993,BILBO,"Mrs Bracegirdle, How Nice To See You.  Welcome Welcome.  Are All These Children Yours ?",The Fellowship of the Ring
1994,MRS BRACEGIRDLE,Yeah,The Fellowship of the Ring
1995,BILBO,Good Gracious You Have Been Productive!,The Fellowship of the Ring
1996,BILBO,"Sackville-bagginses! , Quickly! Hide!",The Fellowship of the Ring
1997,BILBO,"Oh! Thankyou My Boy You're A Good Lad Frodo. I'm Very Selfish You Know. , yes, I Am.  Very Selfish. I Don't Know Why I Took You In After Your Mother And Father Died, But It Wasn't Out Of Charity. I Think It Was Because, Of All My Numerous Relations, You Were The One Baggins That Showed Real Spirit.",The Fellowship of the Ring
1998,FRODO,Bilbo Have You Been At The Gaffers Homebrew ?,The Fellowship of the Ring
1999,BILBO,"No. Well Yes, B B B But Thats Not The Point. The Point Is, Frodo, , You'll Be Alright.",The Fellowship of the Ring
2000,ELROND,That Future Is Almost Gone.,The Return of the King
2001,ARWEN,But It Is Not Lost.,The Return of the King
2002,ELROND,Nothing Is Certain.,The Return of the King
2003,ARWEN,Some Things Are Certain.,The Return of the King
2004,ARWEN,"If I Leave Him Now, I Will Regret It Forever. It Is Time.",The Return of the King
2005,ARWEN,"From The Ashes Of Fire Shall Be Woken, A Light From The Shadow Shall Spring, Renewed Shall Be Blade That Was Broken, The Crownless Again Shall Be King.",The Return of the King
2006,ARWEN,Reforge The Sword' Ada.,The Return of the King
2007,ELROND,Your Hands Are Cold. The Life Of The Eldar Is Leaving You.,The Return of the King
2008,ARWEN,"This Was My Choice. Ada, Whether By Your Will Or Not There Is No Ship Now That Can Bear Me Hence.",The Return of the King
2009,GANDALF,We Have Just Passed Into The Realm Of Gondor.,The Return of the King
2010,GANDALF,Minas Tirith. City Of Kings.,The Return of the King
2011,PIPPIN,"It's The Tree! Gandalf, Gandalf.",The Return of the King
2012,GANDALF,"Yes The White Tree Of Gondor. The Tree Of The King. Lord Denethor However, Is Not The King. He Is A Steward Only, A Caretaker Of The Throne.",The Return of the King
2013,GANDALF,"Now Listen Carefully. Lord Denethor Is Boromir's Father. To Give Him News Of His Beloved Son's Death Would Be Most Unwise. And Do Not Mention Frodo Or The Ring. And Say Nothing Of Aragorn Either. In Fact, Its Better If You Don't Speak At All Peregrin Took.",The Return of the King
2014,GANDALF,"Hail Denethor Son Of Ecthelion, Lord And Steward Of Gondor.",The Return of the King
2015,BILBO,A Ring!,The Fellowship of the Ring
2016,GOLLUM,"Lost! , My Precious Is Lost.",The Fellowship of the Ring
2017,GALADRIEL,For The Time Will Soon Come When Hobbits Will Shape The Fortunes Of All.,The Fellowship of the Ring
2018,BILBO,"The 22nd Day Of September In The Year 1400 ,by Shire Reckoning. , Bag End, Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth. , The Third Age Of This World.",The Fellowship of the Ring
2019,BILBO,"There And Back Again, A Hobbit's Tale, By Bilbo Baggins. ,now, Where To Begin? Ah, Yes. ,concerning Hobbits.",The Fellowship of the Ring
2020,BILBO VOICEOVER,"Hobbits Have Been Living And Farming In The Four Farthings Of The Shire For Many Hundreds Of Years. , Quite Content To Ignore And Be Ignored By The World Of The Big Folk. , Middle Earth Being, After All, Full Of Strange Creatures Beyond Count. Hobbits Must Seem Of Little Importance, Being Neither Renowned As Great Warriors, Nor Counted Amongst The Very Wise.",The Fellowship of the Ring
2021,BILBO,"Frodo, Someone At The Door. ,in Fact, It Has Been Remarked By Some That Hobbits' Only Real Passion Is For Food. , A Rather Unfair Observation , As We Have Also Developed A Keen Interest In The Brewing Of Ales ,and The Smoking Of Pipeweed. , But Where Our Hearts Truly Lie , Is In Peace And Quiet ,and Good Tilled Earth. ,for All Hobbits Share A Love Of All Things That Grow. ,and Yes, No Doubt To Others, Our Ways Seem Quaint , But Today Of All Days, It Is Brought Home To Me It Is No Bad Thing To Celebrate A Simple Life.",The Fellowship of the Ring
2022,BILBO,"Frodo, The Door! , Sticklebacks, Where Is That Boy! Frodo!",The Fellowship of the Ring
2023,GANDALF,"Hmm Hmm Hmm Hmm, Down From The Door Where It Began, Hmm Hmm Hmm Hmm",The Fellowship of the Ring
2024,GANDALF,"And I Must Follow If I Can. , The Road Goes Ever On And On, Down From The Door Where It Began, Now Far Ahead The Road Has Gone, And I Must Follow If I Can.",The Fellowship of the Ring
2025,FRODO,You're Late!,The Fellowship of the Ring
2026,MERRY,Pippin!,The Return of the King
2027,MERRY and PIPPIN,Comes From The Green Dragon!,The Return of the King
2028,MERRY,Thank You! I Win!,The Return of the King
2029,ARAGORN,No News Of Frodo?,The Return of the King
2030,GANDALF,No Word. Nothing.,The Return of the King
2031,ARAGORN,We Have Time. Every Day Frodo Moves Closer To Mordor.,The Return of the King
2032,GANDALF,Do We Know That?,The Return of the King
2033,ARAGORN,What Does Your Heart Tell You?,The Return of the King
2034,GANDALF,That Frodo Is Alive. Yes' Yes He's Alive.,The Return of the King
2035,GOLLUM,"Too Risky. Too Risky. ,thieves. They Stole It From Us. Kill Them, Kill Them, Kill Them Both! ,",The Return of the King
2036,SMEAGOL,No!,The Return of the King
2037,GOLLUM,"Sshh, Quiet, Mustn't Wake Them. Mustn't Ruin It Now.",The Return of the King
2038,SMEAGOL,"But They Knows, , They Knows, They Suspects Us!",The Return of the King
2039,GOLLUM,"What's It Saying My Precious, My Love? Is Smeagol Losing His Nerve?",The Return of the King
2040,GIMLI,"Soon Mr Elf, You Will Enjoy The Fabelled Hospitality Of The Dwarves. Roaring Fires! Malt Beer! Red Meat Off The Bone!",The Fellowship of the Ring
2041,GIMLI,This My Friend Is The Home Of My Cousin Balin And They Call It A Mine!,The Fellowship of the Ring
2042,GIMLI,A Mine!,The Fellowship of the Ring
2043,BOROMIR,"This Isn't A Mine, It's A Tomb",The Fellowship of the Ring
2044,GIMLI,Nooooo! Noooooooooooooooooo!,The Fellowship of the Ring
2045,LEGOLAS,Goblins!,The Fellowship of the Ring
2046,BOROMIR,We Make For The Gap Of Rohan.  We Should Never Have Come Here,The Fellowship of the Ring
2047,BOROMIR,Now Get Out Of Here! Get Out!,The Fellowship of the Ring
2048,PIPPIN,Merry.,The Two Towers
2049,MERRY,"Hello, Pip.",The Two Towers
2050,PIPPIN,You're Hurt.,The Two Towers
2051,MERRY,I'm Fine. Lt Was Just An Act.,The Two Towers
2052,PIPPIN,An Act?,The Two Towers
2053,MERRY,"See? I Fooled You Too.Don't Worry About Me, Pippin.",The Two Towers
2054,UGLUK,What Is It? What Do You Smell?,The Two Towers
2055,URUK HAI,Man-flesh,The Two Towers
2056,UGLUK,They've Picked Up Our Trail.,The Two Towers
2057,PIPPIN,Aragorn.,The Two Towers
2058,UGLUK,Let's Move!,The Two Towers
2059,MERRY,That Black Rider Was Looking For Something. Or Someone (he Walks Up To Frodo And Looks Him In The Face) Frodo ?,The Fellowship of the Ring
2060,PIPPIN,Get Down!,The Fellowship of the Ring
2061,FRODO,"I Have To Leave The Shire. ,sam And I Must Get To Bree",The Fellowship of the Ring
2062,MERRY,Right. Bucklebury Ferry.  Follow Me.,The Fellowship of the Ring
2063,PIPPIN,Run!,The Fellowship of the Ring
2064,MERRY,"Frodo, This Way.  Follow Me",The Fellowship of the Ring
2065,PIPPIN,Frodo!,The Fellowship of the Ring
2066,MERRY,Follow Me. Run!,The Fellowship of the Ring
2067,MERRY,Get The Rope Sam,The Fellowship of the Ring
2068,SAM,Frodo!,The Fellowship of the Ring
2069,PIPPIN,Run Frodo!,The Fellowship of the Ring
2070,FRODO,No!,The Fellowship of the Ring
2071,PIPPIN,Frodo! Come On!,The Fellowship of the Ring
2072,GANDALF,Let The Ringbearer Decide,The Fellowship of the Ring
2073,BOROMIR,"We Cannot Stay Here! ,this Will Be The Death Of The Hobbits!",The Fellowship of the Ring
2074,GANDALF,Frodo ?,The Fellowship of the Ring
2075,FRODO,We Will Go Through The Mines,The Fellowship of the Ring
2076,GANDALF,So Be It,The Fellowship of the Ring
2077,GIMLI,"Strong?! ,oh, That's Good.",The Two Towers
2078,GANDALF,"So Stop Your Fretting, Master Dwarf.Merry And Pippin Are Quite Safe.In Fact, They Are Far Saferthan You Are About To Be.",The Two Towers
2079,GIMLI,This New Gandalf's More Grumpythan The Old One.,The Two Towers
2080,LEGOLAS,That Is One Of The Mearas......Unless My Eyes Are Cheatedby Some Spell.,The Two Towers
2081,GANDALF,Shadowfax.He Is The Lord Of All Horses......And Has Been My Friendthrough Many Dangers.,The Two Towers
2083,MERRY,Ls It Much Further?,The Two Towers
2084,TREEBEARD,"Bru-ra-hroom. Don't Be Hasty.You Might Call It Far, Perhaps.My Home Lies Deep In The Forest......Near The Roots Of The Mountain.I Told Gandalf I Would Keep You Safe.And Safe Is Where I'll Keep You.I Believe You Will Enjoy This Next One Too. ,it's One Of My Own Compositions.Right.",The Two Towers
2085,TREEBEARD,"Sleep, Little Shirelings.Heed No Nightly Noise.Sleep Till Morning Light.I Have Business In The Forest.There Are Many To Call.Many That Must Come. ,the Shadow Lies On Fangorn.The Withering Of All Woodsis Drawing Near.",The Two Towers
2086,FRODO,Mordor!,The Fellowship of the Ring
2087,GANDALF,In The Common Tongue It Says,The Fellowship of the Ring
2088,PIPPIN,Done!,The Fellowship of the Ring
2089,MERRY,You're Supposed To Stick It In The Ground,The Fellowship of the Ring
2090,PIPPIN,It Is In The Ground,The Fellowship of the Ring
2091,MERRY,Outside,The Fellowship of the Ring
2092,PIPPIN,It Was Your Idea!,The Fellowship of the Ring
2093,FRODO,Bilbo! Bilbo!  Watch Out For The Dragon,The Fellowship of the Ring
2094,BILBO,"Dragon! Nonsense, There Hasn't Been A Dragon In These Parts For A Thousand Years.",The Fellowship of the Ring
2095,MERRY,That Was Good!,The Fellowship of the Ring
2096,PIPPIN,Lets Get Another One!,The Fellowship of the Ring
2097,GANDALF,Meriadoc Brandybuck And Peregrin Took! I Might Have Known!,The Fellowship of the Ring
2098,CROWD,Speech Bilbo,The Fellowship of the Ring
2099,FRODO,Speech!,The Fellowship of the Ring
2100,BILBO,"My Dear Bagginses And Boffins, , Tooks And Brandybucks ,, Grubbs ,, Chubbs ,, Hornblowers ,, Bulgers ,, Bracegirdles ,, And Proudfoots",The Fellowship of the Ring
2101,PROUDFOOT HOBBIT,Proudfeet!,The Fellowship of the Ring
2102,GANDALF,I Come With Tidings In This Dark Hour And With Counsel.,The Return of the King
2103,DENETHOR,Perhaps You Come To Explain This.,The Return of the King
2104,DENETHOR,Perhaps You Have Come To Tell Me Why My Son Is Dead.,The Return of the King
2105,PIPPIN,Boromir Died To Save Us My Kinsman And Me. He Fell Defending Us From Many Foes.,The Return of the King
2106,GANDALF,Pippin.,The Return of the King
2107,PIPPIN,"I Offer You My Service, Such As It Is In Payment Of This Debt.",The Return of the King
2108,DENETHOR,This Is My First Command To You. How Did You Escape And My Son Did Not? So Mighty As Man As He Was.,The Return of the King
2109,PIPPIN,The Mightiest Man May Be Slain By One Arrow And Boromir Was Pierced By Many.,The Return of the King
2110,GANDALF,Get Up!,The Return of the King
2111,GANDALF,"My Lord, There Will Be A Time To Grieve For Boromir But It Is Not Now. War Is Coming. The Enemy Is On Your Doorstep. As Steward, You Are Charged With The Defence Of This City. Where Are Gondor's Armies? You Still Have Friends. You Are Not Alone In This Fight. Send Word To Theoden Of Rohan. Light The Beacons.",The Return of the King
2112,DENETHOR,"You Think You Are Wise Mithrandir. Yet For All Your Subtleties You Have Not Wisdom. Do You Think The Eyes Of The White Tower Are Blind? I Have Seen More Than You Know. With Your Left Hand You Would Use Me As A Shield Against Mordor And With Your Right You Would Seek To Supplant Me. I Know Who Rides With Theoden Of Rohan. Oh Yes, Word Has Reached My Ears Of This Aragorn, Son Of Arathorn. And I Tell You Now. I Will Not Bow To This Ranger From The North. Last Of A Ragged House Long Bereft Of Lordship.",The Return of the King
2113,GANDALF,"Authority Is Not Given To You To Deny The Return Of The King, Steward.",The Return of the King
2114,DENETHOR,The Rule Of Gondor Is Mine And No Others!,The Return of the King
2115,GANDALF,Come!,The Return of the King
2116,GANDALF,"All Had Turned To Vain Ambition. He Would Use Even His Grief As A Cloak! A Thousand Years This City Has Stood And Now At The Whim Of A Madman It Will Fall! And The White Tree, The Tree Of The King Will Never Bloom Again.",The Return of the King
2117,GANDALF,"A Wizard Is Never Late! Frodo Baggins. , Nor Is He Early, He Arrives Precisely When He Means To.",The Fellowship of the Ring
2118,FRODO,Its Wonderful To See You Gandalf.,The Fellowship of the Ring
2119,GANDALF,You Didn't Think Id Miss Your Uncle Bilbo's Birthday?,The Fellowship of the Ring
2120,GANDALF,So How Is The Old Rascal? I Hear It Is Going To Be A Party Of Special Significance?,The Fellowship of the Ring
2121,FRODO,You Know Bilbo He's Got The Whole Place In An Uproar.,The Fellowship of the Ring
2122,GANDALF,Well That Should Please Him.,The Fellowship of the Ring
2123,FRODO,Half The Shire's Been Invited. And The Rest Of Them Are Turning Up Anyway.,The Fellowship of the Ring
2124,BILBO VOICEOVER,"And So Life In The Shire Goes On, Very Much As It Has This Past Age. , Full Of Its Own Comings And Goings With Change Coming Slowly, If It Comes At All. ,for Things Are Made To Endure In The Shire, Passing From One Generation To The Next. There's Always Been A Baggins Living Here Under The Hill, In Bag End",The Fellowship of the Ring
2125,BILBO,And There Always Will Be.,The Fellowship of the Ring
2126,FRODO,"To Tell You The Truth, Bilbo Has Been Acting A Bit Odd Lately. ,i Mean, More Than Usual. He's Taken To Locking Himself In His Study. , He Spends Hours And Hours Poring Over Old Maps When He Thinks I'm Not Looking.",The Fellowship of the Ring
2127,BILBO,Where's It Gone?,The Fellowship of the Ring
2128,BILBO,Aaaaah.,The Fellowship of the Ring
2129,FRODO,"He's Up To Something. , All Right Then, Keep Your Secrets!",The Fellowship of the Ring
2130,GANDALF,What?,The Fellowship of the Ring
2131,SMEAGOL,No! No! Never! Smeagol Hates Nasty Hobbitses. Smeagol Wants To See Them'. Dead!,The Return of the King
2132,GOLLUM,"And We Will! Smeagol Did It Once, He Can Do It Again! , Its Ours! Ours!",The Return of the King
2133,SMEAGOL,We Must Get The Precious! We Must Get It Back!,The Return of the King
2134,GOLLUM,Patience! Patience My Love! First We Must Lead Them To Her!,The Return of the King
2135,SMEAGOL,We Lead Them To The Winding Stair.,The Return of the King
2136,GOLLUM,"Yes, The Stairs And Then?",The Return of the King
2137,SMEAGOL,"Up, Up, Up The Stairs We Go Until We Come To The Tunnel.",The Return of the King
2138,GOLLUM,"And When They Go In, There's No Coming Out. She's Always Hungry. She Always Needs To' Feed. She Must Eat. All She Gets Is Filthy Orcses.",The Return of the King
2139,SMEAGOL,"And They Doesn't Taste Very Nice, Does They Precious?",The Return of the King
2140,GOLLUM,"No, Not Very Nice At All, My Love. She Hungers For Sweeter Meats. , Hobbit Meat. And When She Throws Away The Bones And The Empty Clothes , Then We Will Find It.",The Return of the King
2141,SMEAGOL,And Take It For Meee!,The Return of the King
2142,GOLLUM,For Us.,The Return of the King
2143,SMEAGOL,"Yes, We Meant For Us! Gollum, Gollum. The Precious Will Be Ours Once The Hobbitses Are Dead!",The Return of the King
2144,MERRY AND PIPPIN,Frodo! Frodo!,The Fellowship of the Ring
2145,SAM,"Strider! , Get Off Him!",The Fellowship of the Ring
2146,MERRY,Aragorn!,The Fellowship of the Ring
2147,MERRY,Frodo!,The Fellowship of the Ring
2148,FRODO,Strider!,The Fellowship of the Ring
2149,GANDALF,Into The Mines!,The Fellowship of the Ring
2150,BOROMIR,Legolas!,The Fellowship of the Ring
2151,GANDALF,"We Now Have But One Choice, We Must Face The Long Dark Of Moria.  Be On Your Guard, There Are Older And Fouler Things Than Orcs In The Deep Places Of The World",The Fellowship of the Ring
2152,GANDALF,"The Wealth Of Moria Is Not In Gold, Or Jewels, But Mithril",The Fellowship of the Ring
2153,GANDALF,Bilbo Had A Shirt Of Mithril Rings That Thorin Gave Him,The Fellowship of the Ring
2154,GIMLI,Aww That Was A Kingly Gift,The Fellowship of the Ring
2155,GANDALF,"Yes.  I Never Told Him, But Its Worth Was Greater Than The Value Of The Shire!",The Fellowship of the Ring
2156,MERRY,Pippin!,The Fellowship of the Ring
2157,GANDALF,I've No Memory Of This Place,The Fellowship of the Ring
2158,PIPPIN,Are We Lost ?,The Fellowship of the Ring
2159,SAM,Frodo! Come On!,The Fellowship of the Ring
2160,PIPPIN,Frodo!,The Fellowship of the Ring
2161,SAM,Come On Faster!,The Fellowship of the Ring
2162,FRODO,How Far To The Nearest Crossing ?,The Fellowship of the Ring
2163,MERRY,"The Brandywine Bridge, Twenty Miles.",The Fellowship of the Ring
2164,FRODO,Come On!,The Fellowship of the Ring
2165,GATEKEEPER,What Do You Want ?,The Fellowship of the Ring
2166,FRODO,We're Heading For The Prancing Pony.,The Fellowship of the Ring
2167,GATEKEEPR,Hobbits! Four Hobbits!  What's More Out Of The Shire By Your Talk!  What Business Brings You To Bree?,The Fellowship of the Ring
2168,FRODO,We Wish To At The Inn.  Our Business Is Our Own.,The Fellowship of the Ring
2169,GATEKEEPER,"Alright Young Sir, I Meant No Offence. ,my Job To Ask Questions After Nightfall. There's Talk Of Strange Folk Abroad. Can't Be Too Careful",The Fellowship of the Ring
2170,MAN,Out Of The Way! Watch Where You're Walking!,The Fellowship of the Ring
2171,FRODO,Excuse Me ?,The Fellowship of the Ring
2172,BILBO,Today Is My One Hundred And Eleventh Birthday!,The Fellowship of the Ring
2173,HOBBIT,Happy Birthday!,The Fellowship of the Ring
2174,BILBO,"Alas, Elevnty-one Years Is Far Too Short A Time To Live Among Such Excellent And Admirable Hobbits.,  I Don't Know Half Of You Half As Well As I Should Like And I Like Less Than Half Of You, Half As Well As You Deserve.",The Fellowship of the Ring
2175,PIPPIN,Why Are They Still Guarding It?,The Return of the King
2176,GANDALF,"They Guard It Because They Have Hope. A Faint And Fading Hope That One Day It Will Flower. That A King Will Come And This City Will Be As It Once Was Before It Fell Into Decay. , The Old Wisdom Born Out Of The West Was Forsaken. Kings Made Tombs More Splendid Than The Houses Of The Living And Counted The Old Names Of Their Descent , Dearer Than The Names Of Their Sons. , Childless Lords Sat In Aged Halls Musing On Heraldry Or In High, Cold Towers Asking Questions Of The Stars. And So The People Of Gondor Fell Into Ruin. , The Line Of Kings Failed. The White Tree Withered. The Rule Of Gondor Was Given Over To Lesser Men.",The Return of the King
2177,PIPPIN,Mordor.,The Return of the King
